excel_row,source_code,permalink
930,2010-H161-51,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-hag-0005?accountid=10598
931,2010-H201-48,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-ash-0007?accountid=10598
932,2010-H261-6,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-bgh-0013?accountid=10598
933,2010-H361-1,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2008-hec-0017?accountid=10598
934,2010-H361-18,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2008-hec-0034?accountid=10598
935,2010-H361-2,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2008-hec-0018?accountid=10598
936,2010-H371-18,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-hfs-0037?accountid=10598
937,2010-H381-26,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-foa-0045?accountid=10598
938,2010-H381-39,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-foa-0058?accountid=10598
939,2010-H381-8,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-foa-0027?accountid=10598
940,2010-H411-58,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-hsc-0003?accountid=10598
941,2010-H421-2,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-adh-0004?accountid=10598
942,2010-H581-1,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-hnr-0014?accountid=10598
943,2010-H581-11,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-hnr-0024?accountid=10598
944,2010-H581-15,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-hnr-0028?accountid=10598
945,2010-H581-20,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-hnr-0033?accountid=10598
946,2010-H581-25,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-hnr-0002?accountid=10598
947,2010-H581-27,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-hnr-0003?accountid=10598
948,2010-H581-29,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-hnr-0039?accountid=10598
949,2010-H581-3,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-hnr-0016?accountid=10598
950,2010-H581-4,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-hnr-0017?accountid=10598
951,2010-H581-5,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-hnr-0018?accountid=10598
952,2010-H581-6,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-hnr-0019?accountid=10598
953,2010-H581-8,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-hnr-0021?accountid=10598
954,2010-H581-9,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-hnr-0022?accountid=10598
955,2010-H601-28,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2007-cgr-0102?accountid=10598
956,2010-H701-10,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-tec-0019?accountid=10598
957,2010-H701-16,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-tec-0024?accountid=10598
958,2010-H701-24,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-tec-0032?accountid=10598
959,2010-H701-25,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-tec-0033?accountid=10598
960,2010-H701-26,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-tec-0034?accountid=10598
961,2010-H701-28,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-tec-0036?accountid=10598
962,2010-H701-36,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-tec-0044?accountid=10598
963,2010-H701-4,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-tec-0018?accountid=10598
964,2010-H701-44,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-tec-0052?accountid=10598
965,2010-H701-45,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-tec-0053?accountid=10598
966,2010-H701-46,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-tec-0054?accountid=10598
967,2010-H701-5,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-tec-0013?accountid=10598
968,2010-H701-6,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-tec-0014?accountid=10598
969,2010-H701-8,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-tec-0016?accountid=10598
970,2010-H721-1,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-smb-0032?accountid=10598
971,2010-H751-1,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-hti-0008?accountid=10598
972,2010-H751-15,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-hti-0021?accountid=10598
973,2010-H751-19,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-hti-0026?accountid=10598
974,2010-H751-2,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-hti-0009?accountid=10598
975,2010-H751-36,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-hti-0039?accountid=10598
976,2010-H751-38,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-hti-0041?accountid=10598
977,2010-H751-48,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-hti-0051?accountid=10598
978,2010-H751-59,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-hti-0062?accountid=10598
979,2010-H751-61,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-hti-0064?accountid=10598
980,2010-H751-7,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2008-hti-0073?accountid=10598
981,2010-H761-44,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-vah-0047?accountid=10598
982,2010-H781-10,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-wam-0016?accountid=10598
983,2010-H781-4,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-wam-0010?accountid=10598
984,2010-J841-7,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-ecj-0007?accountid=10598
985,2010-J891-8,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2008-esr-0008?accountid=10598
986,2010-S181-4,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-sap-0007?accountid=10598
987,2010-S201-11,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-sas-0011?accountid=10598
988,2010-S241-64,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-bhu-0036?accountid=10598
989,2010-S241-79,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2008-bhu-0021?accountid=10598
990,2010-S311-1,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-nar-0034?accountid=10598
991,2010-S311-10,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-nar-0043?accountid=10598
992,2010-S311-11,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-nar-0044?accountid=10598
993,2010-S311-12,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-nar-0045?accountid=10598
994,2010-S311-13,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-nar-0047?accountid=10598
995,2010-S311-14,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-nar-0046?accountid=10598
996,2010-S311-15,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-nar-0048?accountid=10598
997,2010-S311-16,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-nar-0049?accountid=10598
998,2010-S311-18,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-nar-0051?accountid=10598
999,2010-S311-19,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-nar-0052?accountid=10598
1000,2010-S311-20,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-nar-0053?accountid=10598
1001,2010-S311-21,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-nar-0054?accountid=10598
1002,2010-S311-22,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-nar-0055?accountid=10598
1003,2010-S311-23,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-nar-0056?accountid=10598
1004,2010-S311-24,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-nar-0057?accountid=10598
1005,2010-S311-25,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-nar-0058?accountid=10598
1006,2010-S311-26,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-nar-0059?accountid=10598
1007,2010-S311-29,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-nar-0002?accountid=10598
1008,2010-S311-3,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-nar-0036?accountid=10598
1009,2010-S311-30,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-nar-0003?accountid=10598
1010,2010-S311-31,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-nar-0004?accountid=10598
1011,2010-S311-32,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-nar-0005?accountid=10598
1012,2010-S311-33,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-nar-0006?accountid=10598
1013,2010-S311-34,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-nar-0007?accountid=10598
1014,2010-S311-35,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-nar-0008?accountid=10598
1015,2010-S311-36,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-nar-0009?accountid=10598
1016,2010-S311-4,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-nar-0037?accountid=10598
1017,2010-S311-8,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-nar-0041?accountid=10598
1018,2010-S321-1,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2006-pwo-0028?accountid=10598
1019,2010-S321-3,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2006-pwo-0030?accountid=10598
1020,2010-S321-4,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2006-pwo-0029?accountid=10598
1021,2010-S321-5,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2007-pwo-0002?accountid=10598
1022,2010-S321-6,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2007-pwo-0003?accountid=10598
1023,2010-S321-7,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2007-pwo-0004?accountid=10598
1024,2010-S321-9,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2007-pwo-0006?accountid=10598
1025,2010-S361-24,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2008-fns-0020?accountid=10598
1026,2010-S381-1,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-for-0012?accountid=10598
1027,2010-S381-12,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-for-0023?accountid=10598
1028,2010-S381-3,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-for-0014?accountid=10598
1029,2010-S381-8,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-for-0019?accountid=10598
1030,2010-S411-1,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-ias-0005?accountid=10598
1031,2010-S431-3,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2008-hel-0012?accountid=10598
1032,2010-S481-53,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2008-hsg-0059?accountid=10598
1033,2010-S521-43,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-sjs-0029?accountid=10598
1034,2010-S961-1,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-dpc-0001?accountid=10598
1035,2011-H161-11,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-hag-0016?accountid=10598
1036,2011-H161-14,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-hag-0019?accountid=10598
1037,2011-H201-120,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-ash-0064?accountid=10598
1038,2011-H201-40,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-ash-0015?accountid=10598
1039,2011-H361-2,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2008-hec-0037?accountid=10598
1040,2011-H361-22,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2008-hec-0057?accountid=10598
1041,2011-H361-24,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2008-hec-0059?accountid=10598
1042,2011-H361-36,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2008-hec-0071?accountid=10598
1043,2011-H361-48,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-hec-0003?accountid=10598
1044,2011-H411-20,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-hsc-0011?accountid=10598
1045,2011-H521-61,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-hjh-0055?accountid=10598
1046,2011-H581-10,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-hnr-0014?accountid=10598
1047,2011-H581-11,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-hnr-0015?accountid=10598
1048,2011-H581-14,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-hnr-0018?accountid=10598
1049,2011-H581-15,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-hnr-0019?accountid=10598
1050,2011-H581-18,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-hnr-0022?accountid=10598
1051,2011-H581-3,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-hnr-0041?accountid=10598
1052,2011-H581-4,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-hnr-0008?accountid=10598
1053,2011-H581-6,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-hnr-0010?accountid=10598
1054,2011-H581-7,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-hnr-0011?accountid=10598
1055,2011-H601-111,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-cgr-0074?accountid=10598
1056,2011-H601-61,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-cgr-0037?accountid=10598
1057,2011-H601-86,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-cgr-0054?accountid=10598
1058,2011-H601-90,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-cgr-0058?accountid=10598
1059,2011-H701-14,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-tec-0013?accountid=10598
1060,2011-H701-23,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-tec-0021?accountid=10598
1061,2011-H701-25,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-tec-0023?accountid=10598
1062,2011-H701-26,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-tec-0024?accountid=10598
1063,2011-H701-37,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-tec-0033?accountid=10598
1064,2011-H701-38,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-tec-0034?accountid=10598
1065,2011-H701-39,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-tec-0035?accountid=10598
1066,2011-H701-44,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-tec-0040?accountid=10598
1067,2011-H751-12,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-hti-0014?accountid=10598
1068,2011-H751-27,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-hti-0079?accountid=10598
1069,2011-H751-43,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-hti-0040?accountid=10598
1070,2011-H751-53,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-hti-0048?accountid=10598
1071,2011-H751-54,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-hti-0083?accountid=10598
1072,2011-H751-55,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-hti-0049?accountid=10598
1073,2011-H751-56,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-hti-0050?accountid=10598
1074,2011-H751-57,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-hti-0051?accountid=10598
1075,2011-H751-62,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-hti-0055?accountid=10598
1076,2011-H751-7,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-hti-0075?accountid=10598
1077,2011-H961-100,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2007-egw-0021?accountid=10598
1078,2011-H961-11,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2007-egw-0011?accountid=10598
1079,2011-H961-12,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2007-egw-0012?accountid=10598
1080,2011-H961-13,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2007-egw-0013?accountid=10598
1081,2011-H961-14,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2007-egw-0014?accountid=10598
1082,2011-H961-15,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2008-egw-0001?accountid=10598
1083,2011-H961-16,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2007-egw-0015?accountid=10598
1084,2011-H961-17,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2007-egw-0016?accountid=10598
1085,2011-H961-18,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2007-egw-0017?accountid=10598
1086,2011-H961-2,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2007-egw-0002?accountid=10598
1087,2011-H961-20,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2008-egw-0003?accountid=10598
1088,2011-H961-22,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2007-egw-0018?accountid=10598
1089,2011-H961-23,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2008-egw-0005?accountid=10598
1090,2011-H961-3,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2007-egw-0003?accountid=10598
1091,2011-H961-30,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2008-egw-0012?accountid=10598
1092,2011-H961-36,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2008-egw-0018?accountid=10598
1093,2011-H961-38,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2008-egw-0020?accountid=10598
1094,2011-H961-39,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2008-egw-0021?accountid=10598
1095,2011-H961-4,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2007-egw-0004?accountid=10598
1096,2011-H961-41,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2008-egw-0024?accountid=10598
1097,2011-H961-48,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-egw-0003?accountid=10598
1098,2011-H961-50,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-egw-0004?accountid=10598
1099,2011-H961-51,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-egw-0005?accountid=10598
1100,2011-H961-54,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-egw-0003?accountid=10598
1101,2011-H961-55,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-egw-0008?accountid=10598
1102,2011-H961-56,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-egw-0009?accountid=10598
1103,2011-H961-57,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-egw-0010?accountid=10598
1104,2011-H961-58,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-egw-0011?accountid=10598
1105,2011-H961-6,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2007-egw-0006?accountid=10598
1106,2011-H961-63,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-egw-0012?accountid=10598
1107,2011-H961-64,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-egw-0013?accountid=10598
1108,2011-H961-65,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2008-egw-0028?accountid=10598
1109,2011-H961-66,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2008-egw-0029?accountid=10598
1110,2011-H961-68,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2007-egw-0019?accountid=10598
1111,2011-H961-69,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2008-egw-0031?accountid=10598
1112,2011-H961-70,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2007-egw-0020?accountid=10598
1113,2011-H961-8,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2007-egw-0008?accountid=10598
1114,2011-H961-9,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2007-egw-0009?accountid=10598
1115,2011-J841-20,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-ecj-0016?accountid=10598
1116,2011-J891-56,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2007-csc-0005?accountid=10598
1117,2011-S161-1,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-anf-0011?accountid=10598
1118,2011-S161-7,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-anf-0016?accountid=10598
1119,2011-S161-8,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-anf-0017?accountid=10598
1120,2011-S181-1,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-sap-0023?accountid=10598
1121,2011-S181-29,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-sap-0023?accountid=10598
1122,2011-S181-35,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-sap-0029?accountid=10598
1123,2011-S181-5,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-sap-0004?accountid=10598
1124,2011-S201-10,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-sas-0017?accountid=10598
1125,2011-S261-103,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2005-cst-0057?accountid=10598
1126,2011-S261-119,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-cst-0019?accountid=10598
1127,2011-S261-14,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-cst-0053?accountid=10598
1128,2011-S261-143,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-cst-0030?accountid=10598
1129,2011-S261-48,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2003-cst-0056?accountid=10598
1130,2011-S261-85,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-cst-0010?accountid=10598
1131,2011-S261-86,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2006-cst-0044?accountid=10598
1132,2011-S261-94,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2006-cst-0039?accountid=10598
1133,2011-S261-95,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2006-cst-0040?accountid=10598
1134,2011-S261-97,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2006-cst-0043?accountid=10598
1135,2011-S311-1,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-nar-0010?accountid=10598
1136,2011-S311-10,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-nar-0019?accountid=10598
1137,2011-S311-11,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-nar-0020?accountid=10598
1138,2011-S311-12,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-nar-0021?accountid=10598
1139,2011-S311-15,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-nar-0024?accountid=10598
1140,2011-S311-16,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-nar-0025?accountid=10598
1141,2011-S311-17,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-nar-0026?accountid=10598
1142,2011-S311-2,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-nar-0011?accountid=10598
1143,2011-S311-20,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-nar-0029?accountid=10598
1144,2011-S311-21,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-nar-0030?accountid=10598
1145,2011-S311-22,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-nar-0031?accountid=10598
1146,2011-S311-24,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-nar-0033?accountid=10598
1147,2011-S311-28,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-nar-0037?accountid=10598
1148,2011-S311-3,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-nar-0012?accountid=10598
1149,2011-S311-31,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-nar-0040?accountid=10598
1150,2011-S311-7,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-nar-0016?accountid=10598
1151,2011-S321-1,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2007-pwo-0007?accountid=10598
1152,2011-S321-10,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2007-pwo-0016?accountid=10598
1153,2011-S321-11,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2007-pwo-0017?accountid=10598
1154,2011-S321-12,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2007-pwo-0018?accountid=10598
1155,2011-S321-3,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2007-pwo-0009?accountid=10598
1156,2011-S321-4,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2007-pwo-0010?accountid=10598
1157,2011-S321-7,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2007-pwo-0013?accountid=10598
1158,2011-S361-38,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-fns-0014?accountid=10598
1159,2011-S361-42,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-fns-0018?accountid=10598
1160,2011-S361-45,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-fns-0021?accountid=10598
1161,2011-S361-46,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-fns-0022?accountid=10598
1162,2011-S361-49,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-fns-0025?accountid=10598
1163,2011-S361-51,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-fns-0027?accountid=10598
1164,2011-S361-67,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-fns-0011?accountid=10598
1165,2011-S411-22,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-ias-0011?accountid=10598
1166,2011-S411-4,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-ias-0017?accountid=10598
1167,2011-S431-15,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-hel-0019?accountid=10598
1168,2011-S481-59,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2010-hsg-0022?accountid=10598
1169,2012-H161-10,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2011-hag-0021?accountid=10598
1170,2012-H161-15,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2012-anf-0001?accountid=10598
1171,2012-H161-9,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2011-anf-0003?accountid=10598
1172,2012-H181-36,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2011-hap-0070?accountid=10598
1173,2012-H181-49,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2011-hap-0071?accountid=10598
1174,2012-H201-100,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2012-ash-0042?accountid=10598
1175,2012-H341-32,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2012-edl-0007?accountid=10598
1176,2012-H361-105,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-hec-0053?accountid=10598
1177,2012-H361-116,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2012-hec-0001?accountid=10598
1178,2012-H361-124,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2009-hec-0068?accountid=10598
1179,2012-H361-129,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-2012-hec-0002?accountid=10598
