excel_row,source_code,permalink
5819,84-H561-21,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1983-mmf-0026?accountid=10598
5820,84-H561-25,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1984-mmf-0005?accountid=10598
5821,84-H561-3,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1983-mmf-0028?accountid=10598
5822,84-H561-4,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1983-mmf-0029?accountid=10598
5823,84-H561-6,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1983-mmf-0031?accountid=10598
5824,84-H641-11,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1983-pwt-0018?accountid=10598
5825,84-H641-12,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1984-pwt-0002?accountid=10598
5826,84-H641-13,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1984-pwt-0003?accountid=10598
5827,84-H641-9,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1983-pwt-0031?accountid=10598
5828,84-H701-1,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1983-tec-0040?accountid=10598
5829,84-H701-12,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1983-tec-0032?accountid=10598
5830,84-H701-14,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1983-tec-0034?accountid=10598
5831,84-H701-20,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1983-tec-0041?accountid=10598
5832,84-H701-26,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1983-tec-0047?accountid=10598
5833,84-H701-28,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1983-tec-0049?accountid=10598
5834,84-H701-29,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1983-tec-0050?accountid=10598
5835,84-H701-31,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1983-tec-0053?accountid=10598
5836,84-H701-33,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1982-tec-0086?accountid=10598
5837,84-H701-35,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1983-tec-0056?accountid=10598
5838,84-H701-36,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1983-tec-0057?accountid=10598
5839,84-H701-39,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1983-tec-0060?accountid=10598
5840,84-H701-44,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1983-tec-0065?accountid=10598
5841,84-H701-45,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1984-tec-0001?accountid=10598
5842,84-H701-47,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1983-tec-0067?accountid=10598
5843,84-H701-48,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1983-tec-0068?accountid=10598
5844,84-H701-52,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1983-tec-0070?accountid=10598
5845,84-H701-54,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1984-tec-0005?accountid=10598
5846,84-H721-4,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1983-smb-0018?accountid=10598
5847,84-Hhag-1,
5848,84-Hhag-t.15,
5849,84-Hhars-t.5,
5850,84-Hhj-t.104,
5851,84-Hhlni-t.100,
5852,84-Hhlni-t.101,
5853,84-Hhlni-t.102,
5854,84-Hhlni-t.103,
5855,84-Hhlni-t.106,
5856,84-Hhlni-t.11,
5857,84-Hhlni-t.110,
5858,84-Hhlni-t.123,
5859,84-Hhlni-t.125,
5860,84-Hhlni-t.13,
5861,84-Hhlni-t.131,
5862,84-Hhlni-t.134,
5863,84-Hhlni-t.135,
5864,84-Hhlni-t.136,
5865,84-Hhlni-t.137,
5866,84-Hhlni-t.138,
5867,84-Hhlni-t.139,
5868,84-Hhlni-t.141,
5869,84-Hhlni-t.142,
5870,84-Hhlni-t.145,
5871,84-Hhlni-t.149,
5872,84-Hhlni-t.150,
5873,84-Hhlni-t.151,
5874,84-Hhlni-t.156,
5875,84-Hhlni-t.16,
5876,84-Hhlni-t.160,
5877,84-Hhlni-t.161,
5878,84-Hhlni-t.162,
5879,84-Hhlni-t.163,
5880,84-Hhlni-t.164,
5881,84-Hhlni-t.166,
5882,84-Hhlni-t.167,
5883,84-Hhlni-t.168,
5884,84-Hhlni-t.169,
5885,84-Hhlni-t.17,
5886,84-Hhlni-t.170,
5887,84-Hhlni-t.171,
5888,84-Hhlni-t.172,
5889,84-Hhlni-t.173,
5890,84-Hhlni-t.18,
5891,84-Hhlni-t.182,
5892,84-Hhlni-t.183,
5893,84-Hhlni-t.184,
5894,84-Hhlni-t.186,
5895,84-Hhlni-t.19,
5896,84-Hhlni-t.190,
5897,84-Hhlni-t.191,
5898,84-Hhlni-t.194,
5899,84-Hhlni-t.198,
5900,84-Hhlni-t.201,
5901,84-Hhlni-t.202,
5902,84-Hhlni-t.203,
5903,84-Hhlni-t.210,
5904,84-Hhlni-t.211,
5905,84-Hhlni-t.216,
5906,84-Hhlni-t.221,
5907,84-Hhlni-t.222,
5908,84-Hhlni-t.223,
5909,84-Hhlni-t.229,
5910,84-Hhlni-t.23,
5911,84-Hhlni-t.232,
5912,84-Hhlni-t.235,
5913,84-Hhlni-t.236,
5914,84-Hhlni-t.239,
5915,84-Hhlni-t.247,
5916,84-Hhlni-t.248,
5917,84-Hhlni-t.249,
5918,84-Hhlni-t.25,
5919,84-Hhlni-t.258,
5920,84-Hhlni-t.26,
5921,84-Hhlni-t.261,
5922,84-Hhlni-t.264,
5923,84-Hhlni-t.265,
5924,84-Hhlni-t.27,
5925,84-Hhlni-t.274,
5926,84-Hhlni-t.283,
5927,84-Hhlni-t.284,
5928,84-Hhlni-t.288,
5929,84-Hhlni-t.289,
5930,84-Hhlni-t.290,
5931,84-Hhlni-t.293,
5932,84-Hhlni-t.295,
5933,84-Hhlni-t.296,
5934,84-Hhlni-t.297,
5935,84-Hhlni-t.298,
5936,84-Hhlni-t.299,
5937,84-Hhlni-t.300,
5938,84-Hhlni-t.303,
5939,84-Hhlni-t.304,
5940,84-Hhlni-t.305,
5941,84-Hhlni-t.307,
5942,84-Hhlni-t.308,
5943,84-Hhlni-t.313,
5944,84-Hhlni-t.314,
5945,84-Hhlni-t.315,
5946,84-Hhlni-t.316,
5947,84-Hhlni-t.320,
5948,84-Hhlni-t.321,
5949,84-Hhlni-t.324,
5950,84-Hhlni-t.332,
5951,84-Hhlni-t.347,
5952,84-Hhlni-t.348,
5953,84-Hhlni-t.35,
5954,84-Hhlni-t.354,
5955,84-Hhlni-t.356,
5956,84-Hhlni-t.360,
5957,84-Hhlni-t.363,
5958,84-Hhlni-t.364,
5959,84-Hhlni-t.365,
5960,84-Hhlni-t.366,
5961,84-Hhlni-t.367,
5962,84-Hhlni-t.37,
5963,84-Hhlni-t.378,
5964,84-Hhlni-t.379,
5965,84-Hhlni-t.38,
5966,84-Hhlni-t.382,
5967,84-Hhlni-t.384,
5968,84-Hhlni-t.385,
5969,84-Hhlni-t.386,
5970,84-Hhlni-t.388,
5971,84-Hhlni-t.39,
5972,84-Hhlni-t.390,
5973,84-Hhlni-t.391,
5974,84-Hhlni-t.392,
5975,84-Hhlni-t.4,
5976,84-Hhlni-t.40,
5977,84-Hhlni-t.405,
5978,84-Hhlni-t.409,
5979,84-Hhlni-t.41,
5980,84-Hhlni-t.411,
5981,84-Hhlni-t.416,
5982,84-Hhlni-t.420,
5983,84-Hhlni-t.422,
5984,84-Hhlni-t.426,
5985,84-Hhlni-t.427,
5986,84-Hhlni-t.43,
5987,84-Hhlni-t.430,
5988,84-Hhlni-t.434,
5989,84-Hhlni-t.436,
5990,84-Hhlni-t.437,
5991,84-Hhlni-t.444,
5992,84-Hhlni-t.448,
5993,84-Hhlni-t.49,
5994,84-Hhlni-t.5,
5995,84-Hhlni-t.50,
5996,84-Hhlni-t.51,
5997,84-Hhlni-t.52,
5998,84-Hhlni-t.53,
5999,84-Hhlni-t.55,
6000,84-Hhlni-t.6,
6001,84-Hhlni-t.63,
6002,84-Hhlni-t.65,
6003,84-Hhlni-t.66,
6004,84-Hhlni-t.67,
6005,84-Hhlni-t.68,
6006,84-Hhlni-t.7,
6007,84-Hhlni-t.72,
6008,84-Hhlni-t.79,
6009,84-Hhlni-t.80,
6010,84-Hhlni-t.82,
6011,84-Hhlni-t.83,
6012,84-Hhlni-t.84,
6013,84-Hhlni-t.87,
6014,84-Hhlni-t.88,
6015,84-Hhlni-t.90,
6016,84-Hhlni-t.91,
6017,84-Hhlni-t.92,
6018,84-Hhlni-t.95,
6019,84-Hhlni-t.99,
6020,84-Hhme-2,
6021,84-Hhme-t.21,
6022,84-Hhme-t.35,
6023,84-Hhru-t.1,
6024,84-J1147-3,
6025,84-J1147-4,
6026,84-J1147-5,
6027,84-J1178-4,
6028,84-J1178-5,
6029,84-J1178-6,
6030,84-J1197-2,
6031,84-Jj-1,
6032,84-Jjato-t.18,
6033,84-Jjato-t.2,
6034,84-Jjato-t.23,
6035,84-Jjato-t.24,
6036,84-Jjato-t.25,
6037,84-Jjato-t.30,
6038,84-Jjato-t.31,
6039,84-Jjato-t.35,
6040,84-Jjato-t.38,
6041,84-Jjato-t.41,
6042,84-Jjato-t.43,
6043,84-Jjato-t.45,
6044,84-Jjato-t.7,
6045,84-Jjato-t.8,
6046,84-Jjato-t.9,
6047,84-S1118-9,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1955-ins-0002?accountid=10598
6048,84-S1120-2,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1955-sap-0004?accountid=10598
6049,84-S1126-5,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1955-sas-0005?accountid=10598
6050,84-S1128-1,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1955-ins-0003?accountid=10598
6051,84-S1128-3,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1955-ins-0005?accountid=10598
6052,84-S1128-4,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1955-ins-0006?accountid=10598
6053,84-S1131-8,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1955-for-0007?accountid=10598
6054,84-S1132-3,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1955-isf-0003?accountid=10598
6055,84-S1136-3,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1955-pws-0004?accountid=10598
6056,84-S1137-3,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1955-ins-0011?accountid=10598
6057,84-S1137-5,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1955-ins-0013?accountid=10598
6058,84-S1143-1,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1955-pws-0005?accountid=10598
6059,84-S1143-5,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1955-ins-0016?accountid=10598
6060,84-S1143-6,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1955-ins-0017?accountid=10598
6061,84-S1143-7,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1955-ins-0018?accountid=10598
6062,84-S1148-2,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1955-pws-0007?accountid=10598
6063,84-S1149-2,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1955-isf-0012?accountid=10598
6064,84-S1150-5a,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1955-sbs-0004?accountid=10598
6065,84-S1150-5b,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1955-sbs-0005?accountid=10598
6066,84-S1164-2,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1955-isf-0021?accountid=10598
6067,84-S1164-3,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1955-isf-0022?accountid=10598
6068,84-S1169-1,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1956-sap-0005?accountid=10598
6069,84-S1176-4,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1956-ins-0003?accountid=10598
6070,84-S1176-8,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1955-ins-0022?accountid=10598
6071,84-S1180-4,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1956-isf-0006?accountid=10598
6072,84-S1182-4,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1956-pws-0003?accountid=10598
6073,84-S1183-7,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1956-ins-0009?accountid=10598
6074,84-S1186-1,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1955-sbs-0009?accountid=10598
6075,84-S1188-3,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1956-isf-0012?accountid=10598
6076,84-S1190-6,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1956-lpw-0012?accountid=10598
6077,84-S1192-1,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1956-ins-0010?accountid=10598
6078,84-S1192-2,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1956-ins-0011?accountid=10598
6079,84-S1192-3,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1955-ins-0024?accountid=10598
6080,84-S1193-1,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1955-ins-0025?accountid=10598
6081,84-S1193-2,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1955-ins-0026?accountid=10598
6082,84-S1193-4,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1956-ins-0013?accountid=10598
6083,84-S1193-5,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1956-ins-0014?accountid=10598
6084,84-S1193-6,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1956-ins-0015?accountid=10598
6085,84-S1198-5,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1956-afs-0008?accountid=10598
6086,84-S1200-3,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1956-for-0006?accountid=10598
6087,84-S1202-1,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1956-ins-0017?accountid=10598
6088,84-S1202-2,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1956-ins-0018?accountid=10598
6089,84-S1227-1,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1956-ins-0019?accountid=10598
6090,84-S1231-3,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1956-pws-0004?accountid=10598
6091,84-S1231-5,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1956-pws-0006?accountid=10598
6092,84-S1231-6,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1956-pws-0007?accountid=10598
6093,84-S1231-8,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1956-pws-0009?accountid=10598
6094,84-S161-12,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1983-anf-0023?accountid=10598
6095,84-S161-14,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1983-anf-0025?accountid=10598
6096,84-S161-17,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1984-anf-0001?accountid=10598
6097,84-S161-21,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1984-anf-0004?accountid=10598
6098,84-S161-22,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1984-anf-0005?accountid=10598
6099,84-S161-29,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1984-anf-0011?accountid=10598
6100,84-S161-3,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1983-anf-0031?accountid=10598
6101,84-S161-8,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1983-anf-0036?accountid=10598
6102,84-S201-19,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1983-sas-0040?accountid=10598
6103,84-S261-46,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1984-cst-0025?accountid=10598
6104,84-S261-47,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1984-cst-0026?accountid=10598
6105,84-S261-48,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1984-cst-0027?accountid=10598
6106,84-S261-51,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1984-cst-0030?accountid=10598
6107,84-S311-1,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1983-nar-0036?accountid=10598
6108,84-S311-11,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1983-nar-0027?accountid=10598
6109,84-S311-13,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1983-nar-0029?accountid=10598
6110,84-S311-15,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1983-nar-0031?accountid=10598
6111,84-S311-16,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1983-nar-0032?accountid=10598
6112,84-S311-17,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1983-nar-0033?accountid=10598
6113,84-S311-2,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1983-nar-0039?accountid=10598
6114,84-S311-20,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1983-nar-0037?accountid=10598
6115,84-S311-23,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1983-nar-0038?accountid=10598
6116,84-S311-29,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1984-nar-0002?accountid=10598
6117,84-S311-3,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1983-nar-0044?accountid=10598
6118,84-S311-30,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1984-nar-0003?accountid=10598
6119,84-S311-33,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1983-nar-0042?accountid=10598
6120,84-S311-34,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1984-nar-0004?accountid=10598
6121,84-S311-36,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1983-nar-0043?accountid=10598
6122,84-S311-38,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1984-nar-0007?accountid=10598
6123,84-S311-39,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1984-nar-0008?accountid=10598
6124,84-S311-40,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1984-nar-0009?accountid=10598
6125,84-S311-42,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1984-nar-0010?accountid=10598
6126,84-S311-47,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1983-nar-0045?accountid=10598
6127,84-S311-48,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1984-nar-0015?accountid=10598
6128,84-S311-53,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1984-nar-0019?accountid=10598
6129,84-S311-6,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1983-nar-0049?accountid=10598
6130,84-S311-9,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1983-nar-0051?accountid=10598
6131,84-S321-1,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1983-pwo-0034?accountid=10598
6132,84-S321-11,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1983-pwo-0030?accountid=10598
6133,84-S321-16,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1983-pwo-0033?accountid=10598
6134,84-S321-17,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1984-pwo-0002?accountid=10598
6135,84-S321-19,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1984-pwo-0003?accountid=10598
6136,84-S321-2,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1983-pwo-0037?accountid=10598
6137,84-S321-20,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1984-pwo-0004?accountid=10598
6138,84-S321-24,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1983-pwo-0036?accountid=10598
6139,84-S321-3,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1983-pwo-0038?accountid=10598
6140,84-S321-32,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1984-pwo-0014?accountid=10598
6141,84-S321-4,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1983-pwo-0039?accountid=10598
6142,84-S321-5,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1983-pwo-0040?accountid=10598
6143,84-S321-6,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1983-pwo-0041?accountid=10598
6144,84-S401-10,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1983-sga-0030?accountid=10598
6145,84-S401-18,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1983-sga-0036?accountid=10598
6146,84-S401-24,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1984-sga-0001?accountid=10598
6147,84-S521-31,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1983-sjs-0050?accountid=10598
6148,84-S521-47,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1983-sjs-0065?accountid=10598
6149,84-S961-11,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1983-iaf-0012?accountid=10598
6150,84-S961-20,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1984-iaf-0008?accountid=10598
6151,84-S961-22,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1983-iaf-0014?accountid=10598
6152,84-S961-23,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1984-iaf-0010?accountid=10598
6153,84-S961-4,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1983-iaf-0016?accountid=10598
6154,84-S961-5,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1982-iaf-0022?accountid=10598
6155,84-Ssag-1,
6156,84-Ssd-1,
6157,84-Ssd-t.1,
6158,84-Ssfo-t.61,
6159,84-Ssini-t.100,
6160,84-Ssini-t.103,
6161,84-Ssini-t.104,
6162,84-Ssini-t.114,
6163,84-Ssini-t.12,
6164,84-Ssini-t.14,
6165,84-Ssini-t.16,
6166,84-Ssini-t.19,
6167,84-Ssini-t.22,
6168,84-Ssini-t.24,
6169,84-Ssini-t.26,
6170,84-Ssini-t.27,
6171,84-Ssini-t.28,
6172,84-Ssini-t.29,
6173,84-Ssini-t.30,
6174,84-Ssini-t.31,
6175,84-Ssini-t.32,
6176,84-Ssini-t.34,
6177,84-Ssini-t.35,
6178,84-Ssini-t.36,
6179,84-Ssini-t.37,
6180,84-Ssini-t.38,
6181,84-Ssini-t.41,
6182,84-Ssini-t.5,
6183,84-Ssini-t.50,
6184,84-Ssini-t.59,
6185,84-Ssini-t.60,
6186,84-Ssini-t.66,
6187,84-Ssini-t.67,
6188,84-Ssini-t.79,
6189,84-Ssini-t.81,
6190,84-Ssini-t.82,
6191,84-Ssini-t.89,
6192,84-Sslni-1,
6193,84-Sslni-2,
6194,85-H1594-2,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1957-hap-0012?accountid=10598
6195,85-H1604-2,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1957-iia-0002?accountid=10598
6196,85-H1606-5,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1957-fch-0009?accountid=10598
6197,85-H1608-1e,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1957-hag-0005?accountid=10598
6198,85-H1608-2,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1957-hag-0008?accountid=10598
6199,85-H1608-3,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1957-hag-0009?accountid=10598
6200,85-H161-1,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1984-hag-0037?accountid=10598
6201,85-H161-16,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1984-hag-0034?accountid=10598
6202,85-H161-20,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1983-hag-0054?accountid=10598
6203,85-H161-25,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1984-hag-0031?accountid=10598
6204,85-H161-29,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1984-hag-0024?accountid=10598
6205,85-H161-31,
6206,85-H161-6,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1984-hag-0027?accountid=10598
6207,85-H1616-1,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1957-pwh-0001?accountid=10598
6208,85-H161-7,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1984-hag-0028?accountid=10598
6209,85-H1621-0.3,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1957-ash-0003?accountid=10598
6210,85-H1621-0.4,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1957-ash-0004?accountid=10598
6211,85-H1630-1g,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1957-hag-0021?accountid=10598
6212,85-H1631-1a,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1957-iia-0001?accountid=10598
6213,85-H1631-1b,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1957-iia-0008?accountid=10598
6214,85-H1631-2,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1957-iia-0009?accountid=10598
6215,85-H1631-6,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1957-iia-0013?accountid=10598
6216,85-H1632-1,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1957-pwh-0002?accountid=10598
6217,85-H1632-5a,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1957-sbh-0009?accountid=10598
6218,85-H1632-5b,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1957-sbh-0010?accountid=10598
6219,85-H1632-5c,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1957-sbh-0011?accountid=10598
6220,85-H1636-1,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1957-hap-0048?accountid=10598
6221,85-H1638-5g,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1957-foa-0019?accountid=10598
6222,85-H1639-4,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1958-hap-0009?accountid=10598
6223,85-H1640-2,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1957-hag-0032?accountid=10598
6224,85-H1641-1,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1957-pwh-0003?accountid=10598
6225,85-H1641-5,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1957-iia-0014?accountid=10598
6226,85-H1641-6,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1957-iia-0015?accountid=10598
6227,85-H1642-3b,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1957-mmf-0004?accountid=10598
6228,85-H1642-3e,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1957-mmf-0007?accountid=10598
6229,85-H1653-1,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1958-iia-0001?accountid=10598
6230,85-H1666-7,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1957-fch-0020?accountid=10598
6231,85-H1672-3,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1958-fch-0010?accountid=10598
6232,85-H1674-1,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1958-oph-0009?accountid=10598
6233,85-H1682-5,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1957-foa-0025?accountid=10598
6234,85-H1684-5,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1958-fch-0018?accountid=10598
6235,85-H1686-6,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1958-oph-0020?accountid=10598
6236,85-H1687-5,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1958-fch-0025?accountid=10598
6237,85-H1691-2,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1958-pwh-0005?accountid=10598
6238,85-H1695-5,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1958-mmf-0015?accountid=10598
6239,85-H1695-6,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1958-mmf-0016?accountid=10598
6240,85-H1695-7,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1958-mmf-0017?accountid=10598
6241,85-H1695-8,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1958-iia-0003?accountid=10598
