GOID,Title,Date,Source Type,Authors,Publication ID,Publication Title,Publisher City,Publisher Province,ISBN,Publisher Name,Publisher ZipCode,Object Type,Language,Pages,Start Page,Company Name,Company NAIC,Advisors,Committee Members,Degree Date,Degree,Degree Type,School Name,School Code,School Location,Department,Class Terms,Subject Terms,Paper Categories,Paper Keywords
3142223008,Department of State Authorization for FY74,1973-05-01,Undefined,,7047208,Congressional Hearings Data for TDM,,,,,,Undefined,English,147.0,,,,,,,,,,,,,,"['Africa', 'Alter, David E., Jr.', 'Bingham, Jonathan B.', 'Bradford, William G.', 'Bureau of African Affairs', 'Bureau of East Asian and Pacific Affairs', 'Bureau of Educational and Cultural Affairs', 'Bureau of European Affairs', 'Bureau of Intelligence & Research', 'Bureau of Inter-American Affairs', 'Bureau of International Organization Affairs', 'Bureau of Near Eastern and South Asian Affairs', 'Center for Cultural and Technical Interchange Between East and West', 'Conlin, Michael M.', 'Crimmins, John H.', 'Cultural relations', 'Cummins, Sidney S.', 'De Palma, Samuel', 'Denney, George C., Jr.', 'Department of State', 'Diplomatic & consular services', 'Europe', 'Greece', 'Hummel, Arthur W., Jr.', 'India', 'Israel', 'Latin America', 'Middle East', 'Murray, Richard W.', 'Newsom, David D.', 'Organization of American States', 'Richardson, John, Jr.', 'Sisco, Joseph J.', 'South Asia', 'Soviet Union', 'Stoessel, Walter J., Jr.', 'Subcom on State Department Organization and Foreign Operations. House', 'Tarr, Curtis W.', 'United Nations--UN', 'Africa', 'Alter, David E., Jr.', 'Bingham, Jonathan B.', 'Bradford, William G.', 'Bureau of African Affairs', 'Bureau of East Asian and Pacific Affairs', 'Bureau of Educational and Cultural Affairs', 'Bureau of European Affairs', 'Bureau of Intelligence & Research', 'Bureau of Inter-American Affairs', 'Bureau of International Organization Affairs', 'Bureau of Near Eastern and South Asian Affairs', 'Center for Cultural and Technical Interchange Between East and West', 'Conlin, Michael M.', 'Crimmins, John H.', 'Cultural relations', 'Cummins, Sidney S.', 'De Palma, Samuel', 'Denney, George C., Jr.', 'Department of State', 'Diplomatic & consular services', 'Europe', 'Greece', 'Hummel, Arthur W., Jr.', 'India', 'Israel', 'Latin America', 'Middle East', 'Murray, Richard W.', 'Newsom, David D.', 'Organization of American States', 'Richardson, John, Jr.', 'Sisco, Joseph J.', 'South Asia', 'Soviet Union', 'Stoessel, Walter J., Jr.', 'Subcom on State Department Organization and Foreign Operations. House', 'Tarr, Curtis W.', 'United Nations--UN', 'Department of State', 'Diplomatic & consular services', 'Tarr, Curtis W.', 'Murray, Richard W.', 'Sisco, Joseph J.', 'Hummel, Arthur W., Jr.', 'Crimmins, John H.', 'Stoessel, Walter J., Jr.', 'Richardson, John, Jr.', 'Denney, George C., Jr.', 'Murray, Richard W.', 'Bingham, Jonathan B.', 'Israel', 'Soviet Union', 'Middle East', 'Greece', 'India', 'South Asia', 'Newsom, David D.', 'Bradford, William G.', 'Conlin, Michael M.', 'Africa', 'Organization of American States', 'Latin America', 'De Palma, Samuel', 'Cummins, Sidney S.', 'Alter, David E., Jr.', 'Murray, Richard W.', 'Europe', 'Subcom on State Department Organization and Foreign Operations. House']",,
3142223012,Energy Transportation Security Act of 1974,1973-10-09,Undefined,,7047208,Congressional Hearings Data for TDM,,,,,,Undefined,English,749.0,,,,,,,,,,,,,,"['Aluminum Co.', 'American Maritime Association', 'American Petroleum Institute', 'Arab Israeli relations', 'Arabian American Oil Co.', 'Balance of payments', 'Blackledge, William H.', 'Blackwell, Robert J.', 'Boggs, Lindy', 'Brand, Herbert', 'Buy American programs', 'Calhoon, Jesse M.', 'Carven, Christopher J.', 'Chevron Shipping Co.', 'Clark, Earl W.', 'Commission on American Shipbuilding', 'Communications industry', 'Daniel, Robert W., Jr.', 'Dent, John H.', 'Department of Defense', 'Department of State', 'Department of the Interior', 'Department of the Treasury', 'Edwards, Jack', 'Ellerbrake, Earl G.', 'Exxon Corp.', 'Federation of American Controlled Shipping', 'George, W. H. Krome', 'Giaimo, Robert N.', 'Gulf Oil Trading Co.', 'Hall, Paul', 'Hood, Edwin M.', 'Independent U.S. Tanker Owners' Committee', 'International agreements', 'International trade', 'Johnson, Harold T.', 'Johnson, William A.', 'Kahn, Joseph', 'Kinnear, James W.', 'Labor-Management Maritime Committee', 'Lav, Iris', 'Liberia', 'Ligon, Duke R.', 'Loree, Philip J.', 'Maritime Administration', 'Maskin, Alfred', 'Mitchell, Parren J.', 'Mollohan, Robert H.', 'Mumma, Albert G.', 'National Marine Engineers Beneficial Association', 'National Maritime Union', 'Nolan, John R.', 'Panama', 'Pepper, Claude', 'Petroleum', 'Petroleum industry', 'Polmar, Norman', 'Povell, Roy A.', 'Powell, Stanley, Jr.', 'Price, Melvin', 'Ragan, William', 'Riley, Paul H.', 'Ruttenberg, Stanley H.', 'Saudi Arabia', 'Seafarers International Union of North America', 'Seatrain Lines', 'Ship accidents & safety', 'Ship Funding International', 'Shipbuilders Council', 'Shipbuilding', 'Statistical data', 'Subcom on Merchant Marine. House', 'Subsidies', 'Tankers', 'Telecommunications', 'Texaco, Inc.', 'Tiernan, Robert O.', 'Transportation', 'Transportation Institute', 'Treaties', 'Waldmann, Raymond J.', 'Wall, Shannon J.', 'Wyman, Thomas S.', 'Aluminum Co.', 'American Maritime Association', 'American Petroleum Institute', 'Arab Israeli relations', 'Arabian American Oil Co.', 'Balance of payments', 'Blackledge, William H.', 'Blackwell, Robert J.', 'Boggs, Lindy', 'Brand, Herbert', 'Buy American programs', 'Calhoon, Jesse M.', 'Carven, Christopher J.', 'Chevron Shipping Co.', 'Clark, Earl W.', 'Commission on American Shipbuilding', 'Communications industry', 'Daniel, Robert W., Jr.', 'Dent, John H.', 'Department of Defense', 'Department of State', 'Department of the Interior', 'Department of the Treasury', 'Edwards, Jack', 'Ellerbrake, Earl G.', 'Exxon Corp.', 'Federation of American Controlled Shipping', 'George, W. H. Krome', 'Giaimo, Robert N.', 'Gulf Oil Trading Co.', 'Hall, Paul', 'Hood, Edwin M.', 'Independent U.S. Tanker Owners' Committee', 'International agreements', 'International trade', 'Johnson, Harold T.', 'Johnson, William A.', 'Kahn, Joseph', 'Kinnear, James W.', 'Labor-Management Maritime Committee', 'Lav, Iris', 'Liberia', 'Ligon, Duke R.', 'Loree, Philip J.', 'Maritime Administration', 'Maskin, Alfred', 'Mitchell, Parren J.', 'Mollohan, Robert H.', 'Mumma, Albert G.', 'National Marine Engineers Beneficial Association', 'National Maritime Union', 'Nolan, John R.', 'Panama', 'Pepper, Claude', 'Petroleum', 'Petroleum industry', 'Polmar, Norman', 'Povell, Roy A.', 'Powell, Stanley, Jr.', 'Price, Melvin', 'Ragan, William', 'Riley, Paul H.', 'Ruttenberg, Stanley H.', 'Saudi Arabia', 'Seafarers International Union of North America', 'Seatrain Lines', 'Ship accidents & safety', 'Ship Funding International', 'Shipbuilders Council', 'Shipbuilding', 'Statistical data', 'Subcom on Merchant Marine. House', 'Subsidies', 'Tankers', 'Telecommunications', 'Texaco, Inc.', 'Tiernan, Robert O.', 'Transportation', 'Transportation Institute', 'Treaties', 'Waldmann, Raymond J.', 'Wall, Shannon J.', 'Wyman, Thomas S.', 'Tankers', 'International trade', 'Petroleum', 'Petroleum industry', 'Balance of payments', 'Buy American programs', 'Ligon, Duke R.', 'Ellerbrake, Earl G.', 'Hood, Edwin M.', 'George, W. H. Krome', 'Powell, Stanley, Jr.', 'Brand, Herbert', 'Maskin, Alfred', 'Polmar, Norman', 'Blackledge, William H.', 'Ragan, William', 'Loree, Philip J.', 'Povell, Roy A.', 'Calhoon, Jesse M.', 'Lav, Iris', 'Hall, Paul', 'Boggs, Lindy', 'Daniel, Robert W., Jr.', 'Dent, John H.', 'Edwards, Jack', 'Giaimo, Robert N.', 'Johnson, Harold T.', 'Kahn, Joseph', 'Mitchell, Parren J.', 'Mollohan, Robert H.', 'Mumma, Albert G.', 'Pepper, Claude', 'Price, Melvin', 'Tiernan, Robert O.', 'Seatrain Lines', 'Blackwell, Robert J.', 'Waldmann, Raymond J.', 'Riley, Paul H.', 'Nolan, John R.', 'Johnson, William A.', 'Shipbuilders Council', 'Aluminum Co.', 'Commission on American Shipbuilding', 'Ship Funding International', 'Commission on American Shipbuilding', 'Transportation Institute', 'American Maritime Association', 'Independent U.S. Tanker Owners' Committee', 'Wall, Shannon J.', 'Clark, Earl W.', 'National Maritime Union', 'Labor-Management Maritime Committee', 'Kinnear, James W.', 'Carven, Christopher J.', 'Wyman, Thomas S.', 'American Petroleum Institute', 'Texaco, Inc.', 'Exxon Corp.', 'Chevron Shipping Co.', 'Liberia', 'Panama', 'Arabian American Oil Co.', 'Saudi Arabia', 'Gulf Oil Trading Co.', 'Federation of American Controlled Shipping', 'Liberia', 'Panama', 'Ruttenberg, Stanley H.', 'American Petroleum Institute', 'National Marine Engineers Beneficial Association', 'Seafarers International Union of North America', 'Subcom on Merchant Marine. House']",,
3142223015,To Establish an Energy Research and Development Administration and a Nuclear Energy Commission,1973-12-04,Undefined,,7047208,Congressional Hearings Data for TDM,,,,,,Undefined,English,651.0,,,,,,,,,,,,,,"['Ash, Roy L.', 'Atomic Energy Commission-US', 'Atomic Industrial Forum', 'Auer, Peter L.', 'Bagge, Carl E.', 'Bering, Charles', 'Bridges, Jack H.', 'Coal', 'Coal mining', 'Columbia Gas System', 'Cook, Marlow W.', 'Doub, William O.', 'Energy Reorganization Act', 'Energy research', 'Energy Research and Development Administration', 'Energy Research, Development, and Demonstration Administration Act', 'Environmental Action', 'Environmental Policy Center', 'Ford, Daniel F.', 'Freeman, S. David', 'Friends of the Earth', 'Government reorganization', 'Knight, Jeffrey', 'Messing, Marc', 'National Coal Association', 'National Rural Electric Cooperative Association', 'Nuclear energy', 'Nuclear Energy Commission', 'Nuclear power plants', 'Nuclear reactors', 'Nuclear research', 'Oak Ridge National Laboratory', 'Office of Management and Budget', 'Partridge, John W.', 'Ramey, James T.', 'Ray, Dixy Lee', 'Robinson, Charles A., Jr.', 'Simpson, John W.', 'Subcom on Reorganization, Research, and International Organizations. Senate', 'Union of Concerned Scientists', 'Weinberg, Alvin M.', 'Westinghouse Electric Corp.', 'Zarb, Frank G.', 'Ash, Roy L.', 'Atomic Energy Commission-US', 'Atomic Industrial Forum', 'Auer, Peter L.', 'Bagge, Carl E.', 'Bering, Charles', 'Bridges, Jack H.', 'Coal', 'Coal mining', 'Columbia Gas System', 'Cook, Marlow W.', 'Doub, William O.', 'Energy Reorganization Act', 'Energy research', 'Energy Research and Development Administration', 'Energy Research, Development, and Demonstration Administration Act', 'Environmental Action', 'Environmental Policy Center', 'Ford, Daniel F.', 'Freeman, S. David', 'Friends of the Earth', 'Government reorganization', 'Knight, Jeffrey', 'Messing, Marc', 'National Coal Association', 'National Rural Electric Cooperative Association', 'Nuclear energy', 'Nuclear Energy Commission', 'Nuclear power plants', 'Nuclear reactors', 'Nuclear research', 'Oak Ridge National Laboratory', 'Office of Management and Budget', 'Partridge, John W.', 'Ramey, James T.', 'Ray, Dixy Lee', 'Robinson, Charles A., Jr.', 'Simpson, John W.', 'Subcom on Reorganization, Research, and International Organizations. Senate', 'Union of Concerned Scientists', 'Weinberg, Alvin M.', 'Westinghouse Electric Corp.', 'Zarb, Frank G.', 'Nuclear research', 'Energy research', 'Atomic Energy Commission-US', 'Government reorganization', 'Energy Research and Development Administration', 'Ash, Roy L.', 'Zarb, Frank G.', 'Ray, Dixy Lee', 'Doub, William O.', 'Weinberg, Alvin M.', 'Auer, Peter L.', 'Freeman, S. David', 'Cook, Marlow W.', 'Simpson, John W.', 'Partridge, John W.', 'Bagge, Carl E.', 'Bridges, Jack H.', 'Ramey, James T.', 'Robinson, Charles A., Jr.', 'National Rural Electric Cooperative Association', 'Office of Management and Budget', 'Westinghouse Electric Corp.', 'Atomic Industrial Forum', 'Columbia Gas System', 'Energy Research, Development, and Demonstration Administration Act', 'National Coal Association', 'Ford, Daniel F.', 'Union of Concerned Scientists', 'Knight, Jeffrey', 'Messing, Marc', 'Bering, Charles', 'Friends of the Earth', 'Environmental Policy Center', 'Environmental Action', 'Subcom on Reorganization, Research, and International Organizations. Senate', 'Nuclear Energy Commission', 'Energy Reorganization Act']",,
3142223020,Proposed Wild and Scenic Chattooga River and the Conveyance of Certain Public Lands,1973-10-10,Undefined,,7047208,Congressional Hearings Data for TDM,,,,,,Undefined,English,112.0,,,,,,,,,,,,,,"['Alaska', 'American Rivers Conservation Council', 'Bureau of Land Management', 'Bureau of Outdoor Recreation', 'Chattooga River', 'Department of the Interior', 'Domenici, Pete V.', 'Forest Service', 'Georgia', 'Idaho', 'McGuire, John R.', 'New Mexico', 'North Carolina', 'Nunn, Sam', 'Oregon', 'Painter, Bill', 'Public lands', 'Rivers', 'Senzel, Irving', 'Sharkey, James T.', 'South Carolina', 'Stevens, Ted', 'Sullivan, Edwin F.', 'Talmadge, Herman E.', 'Tanner, Joseph D.', 'Tedford, Cleve', 'Terry, Claude E.', 'Underhill, A. Heaton', 'Wild and Scenic Rivers Act', 'Alaska', 'American Rivers Conservation Council', 'Bureau of Land Management', 'Bureau of Outdoor Recreation', 'Chattooga River', 'Department of the Interior', 'Domenici, Pete V.', 'Forest Service', 'Georgia', 'Idaho', 'McGuire, John R.', 'New Mexico', 'North Carolina', 'Nunn, Sam', 'Oregon', 'Painter, Bill', 'Public lands', 'Rivers', 'Senzel, Irving', 'Sharkey, James T.', 'South Carolina', 'Stevens, Ted', 'Sullivan, Edwin F.', 'Talmadge, Herman E.', 'Tanner, Joseph D.', 'Tedford, Cleve', 'Terry, Claude E.', 'Underhill, A. Heaton', 'Wild and Scenic Rivers Act', 'Department of the Interior', 'Rivers', 'Public lands', 'Domenici, Pete V.', 'McGuire, John R.', 'Nunn, Sam', 'Painter, Bill', 'Senzel, Irving', 'Sharkey, James T.', 'Stevens, Ted', 'Sullivan, Edwin F.', 'Talmadge, Herman E.', 'Tanner, Joseph D.', 'Tedford, Cleve', 'Terry, Claude E.', 'Underhill, A. Heaton', 'American Rivers Conservation Council', 'Chattooga River', 'Wild and Scenic Rivers Act', 'Alaska', 'Idaho', 'Oregon', 'New Mexico', 'North Carolina', 'South Carolina', 'Georgia']",,
3142223025,National Coal Conversion Act and the National Crude Oil Refinery Development Act,1973-12-10,Undefined,,7047208,Congressional Hearings Data for TDM,,,,,,Undefined,English,252.0,,,,,,,,,,,,,,"['Air pollution', 'Buckley, John G.', 'Coal', 'Coal mining', 'Commonwealth Edison Co.', 'Consolidated Edison Co. of New York', 'Conway, John T.', 'Corey, Gordon R.', 'Electric power plants', 'Electric utilities', 'Environmental Protection Agency--EPA', 'Fancher, Mr.', 'Harrington, Richard', 'Ingram Corp.', 'Ingram, Frederic B.', 'National Coal Conversion Act', 'National Crude Oil Refinery Development Act', 'Natural resources management', 'Northeast Petroleum Industries', 'Petroleum', 'Petroleum industry', 'Quarles, John R., Jr.', 'Statistical data', 'Air pollution', 'Buckley, John G.', 'Coal', 'Coal mining', 'Commonwealth Edison Co.', 'Consolidated Edison Co. of New York', 'Conway, John T.', 'Corey, Gordon R.', 'Electric power plants', 'Electric utilities', 'Environmental Protection Agency--EPA', 'Fancher, Mr.', 'Harrington, Richard', 'Ingram Corp.', 'Ingram, Frederic B.', 'National Coal Conversion Act', 'National Crude Oil Refinery Development Act', 'Natural resources management', 'Northeast Petroleum Industries', 'Petroleum', 'Petroleum industry', 'Quarles, John R., Jr.', 'Statistical data', 'Coal mining', 'Coal', 'Petroleum', 'Petroleum industry', 'Air pollution', 'Statistical data', 'Natural resources management', 'Electric power plants', 'Quarles, John R., Jr.', 'Harrington, Richard', 'Ingram, Frederic B.', 'Buckley, John G.', 'Corey, Gordon R.', 'Fancher, Mr.', 'Conway, John T.', 'Commonwealth Edison Co.', 'Consolidated Edison Co. of New York', 'Ingram Corp.', 'Northeast Petroleum Industries', 'National Crude Oil Refinery Development Act', 'National Coal Conversion Act']",,
3142223026,Oversight Hearing on Noise Control Act,1973-03-30,Undefined,,7047208,Congressional Hearings Data for TDM,,,,,,Undefined,English,186.0,,,,,,,,,,,,,,"['Air Transport Association', 'Aircraft', 'Basnight, Arvin O.', 'Blumenthal, Vaughn L.', 'Boeing Co.', 'Environmental Defense Fund', 'Environmental Protection Agency--EPA', 'Fadem, Jerrold', 'Federal Aviation Administration--FAA', 'Los Angeles, Calif.', 'McDonnell-Douglas Corp.', 'McPike, A. L.', 'Mergell, Merle', 'Meyer, Alvin F.', 'Mitcheltree, Darlene', 'Moore, Clifton A.', 'Noise', 'Noise Control Act', 'Noise pollution', 'Russell, Pat', 'Skully, Richard P.', 'Subcom on Aviation. Senate', 'von Kann, Clifton F.', 'Yost, Nicholas C.', 'Air Transport Association', 'Aircraft', 'Basnight, Arvin O.', 'Blumenthal, Vaughn L.', 'Boeing Co.', 'Environmental Defense Fund', 'Environmental Protection Agency--EPA', 'Fadem, Jerrold', 'Federal Aviation Administration--FAA', 'Los Angeles, Calif.', 'McDonnell-Douglas Corp.', 'McPike, A. L.', 'Mergell, Merle', 'Meyer, Alvin F.', 'Mitcheltree, Darlene', 'Moore, Clifton A.', 'Noise', 'Noise Control Act', 'Noise pollution', 'Russell, Pat', 'Skully, Richard P.', 'Subcom on Aviation. Senate', 'von Kann, Clifton F.', 'Yost, Nicholas C.', 'Aircraft', 'Noise pollution', 'Noise', 'Moore, Clifton A.', 'Yost, Nicholas C.', 'Meyer, Alvin F.', 'Skully, Richard P.', 'Basnight, Arvin O.', 'von Kann, Clifton F.', 'Fadem, Jerrold', 'Mitcheltree, Darlene', 'McPike, A. L.', 'Mergell, Merle', 'Russell, Pat', 'Air Transport Association', 'Environmental Defense Fund', 'McDonnell-Douglas Corp.', 'Subcom on Aviation. Senate', 'Blumenthal, Vaughn L.', 'Boeing Co.', 'Noise Control Act', 'Los Angeles, Calif.']",,
3142223031,Endangered Species,1973-03-15,Undefined,,7047208,Congressional Hearings Data for TDM,,,,,,Undefined,English,391.0,,,,,,,,,,,,,,"['Annunzio, Frank', 'Blackburn, Benjamin B.', 'Casey, Mike', 'Clapper, Louis S.', 'Convention on Nature Protection and Wildlife Preservation in the Western Hemisphere', 'Corcoran, James P.', 'Coughlin, R. Lawrence', 'Defenders of Wildlife', 'Department of Agriculture', 'Department of State', 'Department of the Interior', 'Endangered Species Conservation Act', 'Frank, Richard A.', 'Friends of the Earth', 'Garrett, Thomas R.', 'Gazlay, A. Gene', 'Grandy, John W., IV', 'Helstoski, Henry', 'Herter, Christian A., Jr.', 'Housley, Raymond M.', 'Hughes, Robert C.', 'International agreements', 'International Association of Game, Fish, and Conservation Commissioners', 'Irwin, Howard S.', 'Minnesota', 'National Audubon Society', 'National Oceanic & Atmospheric Administration--NOAA', 'National Parks and Conservation Association', 'National Wildlife Federation', 'Nature Protection Act', 'New York Botanical Garden', 'New York State', 'Pollock, Howard W.', 'Reed, Nathaniel P.', 'Roe, Robert A.', 'Seater, Stephen R.', 'Sierra Club', 'Society for Animal Protective Legislation', 'Stenlund, Milton', 'Stevens, Christine', 'Subcom on Fisheries and Wildlife Conservation and the Environment. House', 'Treaties', 'Whitehurst, G. William', 'Wildlife', 'Wildlife conservation', 'Wilson, Cynthia E.', 'Wolves', 'Young, C. W.', 'Annunzio, Frank', 'Blackburn, Benjamin B.', 'Casey, Mike', 'Clapper, Louis S.', 'Convention on Nature Protection and Wildlife Preservation in the Western Hemisphere', 'Corcoran, James P.', 'Coughlin, R. Lawrence', 'Defenders of Wildlife', 'Department of Agriculture', 'Department of State', 'Department of the Interior', 'Endangered Species Conservation Act', 'Frank, Richard A.', 'Friends of the Earth', 'Garrett, Thomas R.', 'Gazlay, A. Gene', 'Grandy, John W., IV', 'Helstoski, Henry', 'Herter, Christian A., Jr.', 'Housley, Raymond M.', 'Hughes, Robert C.', 'International agreements', 'International Association of Game, Fish, and Conservation Commissioners', 'Irwin, Howard S.', 'Minnesota', 'National Audubon Society', 'National Oceanic & Atmospheric Administration--NOAA', 'National Parks and Conservation Association', 'National Wildlife Federation', 'Nature Protection Act', 'New York Botanical Garden', 'New York State', 'Pollock, Howard W.', 'Reed, Nathaniel P.', 'Roe, Robert A.', 'Seater, Stephen R.', 'Sierra Club', 'Society for Animal Protective Legislation', 'Stenlund, Milton', 'Stevens, Christine', 'Subcom on Fisheries and Wildlife Conservation and the Environment. House', 'Treaties', 'Whitehurst, G. William', 'Wildlife', 'Wildlife conservation', 'Wilson, Cynthia E.', 'Wolves', 'Young, C. W.', 'Treaties', 'International agreements', 'Wildlife', 'Wildlife conservation', 'Herter, Christian A., Jr.', 'Reed, Nathaniel P.', 'Pollock, Howard W.', 'Casey, Mike', 'Stenlund, Milton', 'Hughes, Robert C.', 'Frank, Richard A.', 'Annunzio, Frank', 'Blackburn, Benjamin B.', 'Clapper, Louis S.', 'Corcoran, James P.', 'Coughlin, R. Lawrence', 'Garrett, Thomas R.', 'Gazlay, A. Gene', 'Grandy, John W., IV', 'Helstoski, Henry', 'Housley, Raymond M.', 'Irwin, Howard S.', 'Roe, Robert A.', 'Seater, Stephen R.', 'Stevens, Christine', 'Whitehurst, G. William', 'Wilson, Cynthia E.', 'Young, C. W.', 'National Wildlife Federation', 'Friends of the Earth', 'International Association of Game, Fish, and Conservation Commissioners', 'New York Botanical Garden', 'New York State', 'National Parks and Conservation Association', 'Defenders of Wildlife', 'Society for Animal Protective Legislation', 'National Audubon Society', 'Minnesota', 'Sierra Club', 'Subcom on Fisheries and Wildlife Conservation and the Environment. House', 'Endangered Species Conservation Act', 'Nature Protection Act', 'Convention on Nature Protection and Wildlife Preservation in the Western Hemisphere']",,
3142223033,Offshore Marine Environment Protection Act of 1973,1973-03-05,Undefined,,7047208,Congressional Hearings Data for TDM,,,,,,Undefined,English,337.0,,,,,,,,,,,,,,"['AFL-CIO', 'Atomic Energy Commission-US', 'Borrelli, Peter', 'Case, Clifford P.', 'Coast Guard-US', 'Coastal zone management', 'Council on Environmental Quality', 'Delaware', 'Eberle, Edward R.', 'Edwards, Edwin', 'Environmental Defense Fund', 'Environmental Policy Center', 'Ford, Daniel F.', 'Friends of the Earth', 'Greenberg, Eldon V. C.', 'Hallman, Robert M.', 'Harbors', 'Hill, Thomas W., Jr.', 'Ichthyological Associates', 'Intercontinental Pipeline Co.', 'Kehnemui, Mr.', 'Kendall, Henry W.', 'Louisiana', 'Moody, William', 'National Environmental Policy Act', 'National Oceanic & Atmospheric Administration--NOAA', 'National Parks and Conservation Association', 'Natural Resources Defense Council', 'New Jersey', 'Nuclear power plants', 'Offshore Marine Environmental Protection Act', 'Offshore Power Systems', 'Oil spills', 'Pollution control', 'Ports', 'Ports and Waterways Safety Act', 'Public Service Electric and Gas Co.', 'Ramey, James T.', 'Raney, Edward C.', 'Roth, William V., Jr.', 'Sierra Club', 'States rights', 'Tankers', 'Train, Russell E.', 'Union of Concerned Scientists', 'Van Lopik, Jack R.', 'Williams, Harrison A., Jr.', 'Zechella, Alexander P.', 'AFL-CIO', 'Atomic Energy Commission-US', 'Borrelli, Peter', 'Case, Clifford P.', 'Coast Guard-US', 'Coastal zone management', 'Council on Environmental Quality', 'Delaware', 'Eberle, Edward R.', 'Edwards, Edwin', 'Environmental Defense Fund', 'Environmental Policy Center', 'Ford, Daniel F.', 'Friends of the Earth', 'Greenberg, Eldon V. C.', 'Hallman, Robert M.', 'Harbors', 'Hill, Thomas W., Jr.', 'Ichthyological Associates', 'Intercontinental Pipeline Co.', 'Kehnemui, Mr.', 'Kendall, Henry W.', 'Louisiana', 'Moody, William', 'National Environmental Policy Act', 'National Oceanic & Atmospheric Administration--NOAA', 'National Parks and Conservation Association', 'Natural Resources Defense Council', 'New Jersey', 'Nuclear power plants', 'Offshore Marine Environmental Protection Act', 'Offshore Power Systems', 'Oil spills', 'Pollution control', 'Ports', 'Ports and Waterways Safety Act', 'Public Service Electric and Gas Co.', 'Ramey, James T.', 'Raney, Edward C.', 'Roth, William V., Jr.', 'Sierra Club', 'States rights', 'Tankers', 'Train, Russell E.', 'Union of Concerned Scientists', 'Van Lopik, Jack R.', 'Williams, Harrison A., Jr.', 'Zechella, Alexander P.', 'National Oceanic & Atmospheric Administration--NOAA', 'Nuclear power plants', 'Tankers', 'Oil spills', 'Harbors', 'Ports', 'Pollution control', 'States rights', 'Coastal zone management', 'Moody, William', 'Edwards, Edwin', 'Van Lopik, Jack R.', 'Hallman, Robert M.', 'Greenberg, Eldon V. C.', 'Borrelli, Peter', 'Hill, Thomas W., Jr.', 'Ramey, James T.', 'Zechella, Alexander P.', 'Case, Clifford P.', 'Roth, William V., Jr.', 'Williams, Harrison A., Jr.', 'AFL-CIO', 'Louisiana', 'Train, Russell E.', 'Friends of the Earth', 'Sierra Club', 'Environmental Defense Fund', 'Natural Resources Defense Council', 'National Parks and Conservation Association', 'Environmental Policy Center', 'Intercontinental Pipeline Co.', 'Delaware', 'New Jersey', 'National Environmental Policy Act', 'Kendall, Henry W.', 'Ford, Daniel F.', 'Union of Concerned Scientists', 'Offshore Power Systems', 'Eberle, Edward R.', 'Kehnemui, Mr.', 'Raney, Edward C.', 'Public Service Electric and Gas Co.', 'Ichthyological Associates', 'New Jersey', 'Delaware', 'Louisiana', 'Offshore Marine Environmental Protection Act', 'Ports and Waterways Safety Act']",,
3142223043,Sea Grant Authorization,1973-02-27,Undefined,,7047208,Congressional Hearings Data for TDM,,,,,,Undefined,English,175.0,,,,,,,,,,,,,,"['Abel, Robert B.', 'Calhoun, John C., Jr.', 'Federal aid to higher education', 'Fish', 'Fishing industry', 'Grants', 'Hargis, William J., Jr.', 'Impoundment of appropriated funds', 'National Oceanic & Atmospheric Administration--NOAA', 'National Sea Grant College and Program Act', 'Oceanography', 'Ragotzkie, Robert A.', 'Research & development--R&D', 'Sea Grant Advisory Panel', 'Subcom on Oceanography. House', 'Texas', 'Virginia', 'Virginia Institute of Marine Science', 'Wakelin, James H., Jr.', 'White, Robert M.', 'Wisconsin', 'Abel, Robert B.', 'Calhoun, John C., Jr.', 'Federal aid to higher education', 'Fish', 'Fishing industry', 'Grants', 'Hargis, William J., Jr.', 'Impoundment of appropriated funds', 'National Oceanic & Atmospheric Administration--NOAA', 'National Sea Grant College and Program Act', 'Oceanography', 'Ragotzkie, Robert A.', 'Research & development--R&D', 'Sea Grant Advisory Panel', 'Subcom on Oceanography. House', 'Texas', 'Virginia', 'Virginia Institute of Marine Science', 'Wakelin, James H., Jr.', 'White, Robert M.', 'Wisconsin', 'Impoundment of appropriated funds', 'Federal aid to higher education', 'Oceanography', 'Calhoun, John C., Jr.', 'Ragotzkie, Robert A.', 'Wakelin, James H., Jr.', 'Sea Grant Advisory Panel', 'White, Robert M.', 'Abel, Robert B.', 'Texas', 'Hargis, William J., Jr.', 'Virginia Institute of Marine Science', 'Virginia', 'Wisconsin', 'Subcom on Oceanography. House', 'National Sea Grant College and Program Act']",,
